Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2020-02-02;89,00;19,78;108,78;79,11;19,78;69,22;29,67;29,67;79,11;49,44;39,56;49,44;39,56;30,00;20,00;40,00;10,00;10,00;20,00;20,00;39,00;10,00;10,00;10,00;0,00;10,00;30,00;0,00;30,00;20,00;0,00;10,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-02-09;0,00;18,00;41,00;23,00;41,00;23,00;17,00;47,00;17,00;26,00;9,00;17,00;9,00;29,00;29,00;39,00;29,00;29,00;10,00;19,00;29,00;19,00;19,00;19,00;10,00;29,00;19,00;0,00;19,00;0,00;0,00;10,00;0,00;10,00;0,00;10,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00
2020-02-16;48,00;87,72;107,59;87,72;67,86;29,79;29,79;67,86;29,79;38,18;19,64;9,82;28,36;29,00;19,00;19,00;19,00;10,00;29,00;29,00;77,00;10,00;19,00;19,00;10,00;0,00;19,00;19,00;29,00;10,00;10,00;19,00;0,00;0,00;0,00;10,00;0,00;10,00;39,00;10,00;0,00;0,00;0,00;0,00
2020-02-23;57,00;76,54;57,00;84,69;66,77;27,69;57,00;131,91;74,91;47,13;9,87;85,50;18,63;29,00;38,00;39,00;58,00;10,00;38,00;0,00;29,00;0,00;0,00;10,00;0,00;29,00;0,00;0,00;0,00;10,00;0,00;10,00;10,00;0,00;0,00;0,00;0,00;29,00;19,00;10,00;0,00;0,00;0,00;0,00
2020-03-01;67,00;86,61;67,00;47,39;9,80;84,98;67,00;37,59;67,00;38,44;18,67;38,44;18,67;0,00;29,00;58,00;19,00;19,00;10,00;10,00;10,00;38,00;19,00;10,00;10,00;19,00;19,00;0,00;0,00;10,00;19,00;0,00;29,00;10,00;0,00;10,00;10,00;29,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-08;28,00;112,00;74,12;92,24;158,12;82,35;138,35;74,12;36,24;94,08;56,00;94,08;19,04;9,00;9,00;37,00;37,00;9,00;37,00;9,00;18,00;37,00;0,00;9,00;18,00;46,00;28,00;9,00;28,00;9,00;9,00;0,00;0,00;0,00;0,00;9,00;0,00;28,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-15;9,00;76,50;9,00;9,00;60,00;0,00;33,00;9,00;9,00;19,13;28,13;9,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;19,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-22;0,00;6,00;6,00;0,00;28,00;11,00;0,00;5,00;5,00;0,00;8,00;0,00;0,00;0,00;9,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;9,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00
2020-03-29;9,00;9,00;28,80;0,00;28,80;0,00;0,00;9,00;19,80;0,00;0,00;9,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;9,00;0,00;9,00;9,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-05;19,00;0,00;0,00;10,36;0,00;10,36;29,36;10,36;19,00;0,00;0,00;10,06;10,06;9,00;0,00;9,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;9,00;0,00;0,00;0,00;9,00;9,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-12;0,00;5,00;5,00;0,00;5,00;0,00;11,00;5,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
