Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-11-17;28,00;17,00;6,00;6,00;0,00;6,00;0,00;6,00;6,00;11,00;0,00;0,00;23,00;0,00;0,00;6,00;6,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;6,00;6,00;0,00;0,00;5,33;28,00;10,67;0,00;0,00;6,00
2019-11-24;17,00;22,00;28,00;11,00;6,00;11,00;0,00;0,00;0,00;6,00;6,00;11,00;17,00;0,00;0,00;22,00;0,00;6,00;0,00;23,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;22,67;11,33;0,00;0,00;6,00
2019-12-01;36,00;42,00;12,00;30,00;0,00;12,00;0,00;0,00;0,00;6,00;0,00;6,00;18,00;0,00;0,00;18,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;6,00;6,00;6,00;6,00;6,00;6,00;0,00;0,00;0,00;0,00;0,00;90,00;30,46;6,00;6,00;0,00
2019-12-08;36,00;0,00;0,00;6,00;12,00;6,00;0,00;0,00;0,00;6,00;0,00;6,00;24,00;0,00;0,00;0,00;6,00;6,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;5,54;42,92;18,00;0,00;6,00;18,00
2019-12-15;23,00;6,00;12,00;6,00;12,00;18,00;0,00;0,00;6,00;6,00;0,00;6,00;18,00;0,00;0,00;23,00;0,00;18,00;6,00;12,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;56,82;5,41;0,00;0,00;12,00
2019-12-22;33,00;7,00;7,00;13,00;7,00;7,00;7,00;0,00;0,00;0,00;0,00;7,00;20,00;0,00;0,00;7,00;0,00;7,00;0,00;20,00;0,00;0,00;13,00;0,00;7,00;7,00;0,00;0,00;0,00;0,00;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;137,50;19,25;0,00;7,00;13,00
2019-12-29;32,00;13,00;19,00;0,00;6,00;13,00;0,00;13,00;6,00;7,00;0,00;26,00;33,00;0,00;0,00;0,00;0,00;6,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;6,96;97,39;0,00;0,00;13,00;6,00
2020-01-05;29,00;6,00;0,00;6,00;12,00;12,00;6,00;12,00;0,00;6,00;0,00;12,00;6,00;6,00;0,00;6,00;0,00;0,00;0,00;23,00;0,00;0,00;6,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;5,52;41,43;5,52;6,00;18,00;18,00
2020-01-12;38,00;5,00;5,00;5,00;0,00;0,00;0,00;11,00;0,00;0,00;0,00;5,00;27,00;5,00;5,00;22,00;0,00;5,00;0,00;11,00;5,00;0,00;5,00;0,00;5,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;77,41;16,89;0,00;11,00;5,00
2020-01-19;32,00;0,00;0,00;11,00;11,00;5,00;5,00;5,00;0,00;0,00;0,00;5,00;32,00;0,00;0,00;0,00;5,00;5,00;0,00;22,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;37,57;11,13;11,00;22,00;0,00
