Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-10-20;64,00;18,00;9,00;0,00;0,00;5,00;0,00;18,00;0,00;0,00;0,00;5,19;105,51;5,00;0,00;0,00;0,00;9,00;0,00;18,00;0,00;0,00;14,00;5,00;0,00;9,00;0,00;0,00;9,00;0,00;5,00;0,00;0,00;5,00;9,00;0,00;0,00;0,00;9,00;5,00;0,00;0,00;0,00;0,00
2019-10-27;32,00;5,00;5,00;0,00;0,00;14,00;9,00;14,00;5,00;0,00;0,00;21,89;58,95;0,00;0,00;14,00;5,00;9,00;0,00;19,00;5,00;0,00;14,00;0,00;0,00;0,00;5,00;0,00;9,00;0,00;14,00;5,00;0,00;9,00;9,00;5,00;0,00;5,00;5,00;0,00;5,00;5,00;0,00;0,00
2019-11-03;50,00;0,00;5,00;5,00;14,00;9,00;14,00;23,00;0,00;0,00;0,00;5,17;46,55;5,00;0,00;14,00;5,00;9,00;0,00;32,00;0,00;0,00;18,00;0,00;0,00;5,00;0,00;0,00;18,00;9,00;0,00;5,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;5,00;0,00;0,00
2019-11-10;45,00;0,00;9,00;4,00;18,00;9,00;4,00;27,00;0,00;0,00;0,00;5,19;84,81;0,00;0,00;0,00;5,00;9,00;0,00;27,00;0,00;0,00;13,00;0,00;0,00;5,00;0,00;0,00;9,00;0,00;9,00;14,00;0,00;9,00;23,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00
2019-11-17;76,00;4,00;0,00;0,00;4,00;4,00;4,00;22,00;0,00;0,00;0,00;17,27;67,36;0,00;4,00;27,00;0,00;9,00;0,00;40,00;4,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;9,00;5,00;5,00;0,00;5,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00
2019-11-24;53,00;0,00;10,00;5,00;0,00;0,00;10,00;14,00;0,00;10,26;0,00;10,26;53,00;10,00;0,00;24,00;10,00;14,00;0,00;48,00;0,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00;5,00;5,00;5,00;15,00;0,00;10,00;10,00;0,00;5,00;0,00;0,00;0,00;5,00;0,00;5,00;0,00
2019-12-01;76,00;18,00;13,00;0,00;9,00;13,00;4,00;18,00;4,00;8,64;5,18;13,82;117,45;4,00;4,00;18,00;4,00;9,00;0,00;45,00;4,00;0,00;22,00;0,00;0,00;0,00;4,00;4,00;4,00;0,00;9,00;5,00;0,00;5,00;32,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00
2019-12-08;77,00;9,00;14,00;5,00;0,00;5,00;5,00;18,00;0,00;0,00;5,25;14,00;45,50;0,00;9,00;36,00;18,00;0,00;0,00;23,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;14,00;14,00;18,00;14,00;0,00;18,00;36,00;0,00;0,00;0,00;5,00;5,00;0,00;0,00;0,00;0,00
2019-12-15;84,00;14,00;5,00;0,00;5,00;23,00;0,00;23,00;0,00;5,14;8,57;8,57;114,86;9,00;5,00;19,00;14,00;19,00;5,00;70,00;5,00;0,00;9,00;5,00;0,00;0,00;0,00;0,00;14,00;5,00;9,00;5,00;0,00;0,00;5,00;5,00;0,00;5,00;14,00;0,00;0,00;0,00;0,00;0,00
2019-12-22;99,00;5,00;16,00;0,00;5,00;5,00;21,00;16,00;0,00;0,00;0,00;25,60;170,69;5,00;31,00;21,00;5,00;10,00;10,00;73,00;10,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;11,00;5,00;5,00;11,00;11,00;0,00;5,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00
